vf_id,domain,domain_code,capability,origin,source_r2v_ids,source_capabilities,evidence_class,decision,priority,candidate_or_reference,authority_rule,verification_gate,status
VF-GIT-002,"08 Repository, checkpoints, history and recovery",GIT,AgentContextSnapshotRef,REPLIT-DERIVED-REQUIREMENT,R2V-155,Agent context restore,DOCUMENTED,BRIDGE,P1,Agent/provider capability,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for AgentContextSnapshotRef.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-003,"08 Repository, checkpoints, history and recovery",GIT,Checkpoint Policy Hook,REPLIT-DERIVED-REQUIREMENT,R2V-156,Agent logical milestone checkpointing,DOCUMENTED,OWN,P0,Task state -> checkpoint manifest,"VibeFlow is authoritative for Checkpoint Policy Hook state/policy; external IDs are references, never the source of VibeFlow truth.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-004,"08 Repository, checkpoints, history and recovery",GIT,Checkpoint DAG,REPLIT-DERIVED-REQUIREMENT,R2V-157,Alternate history after rollback,DOCUMENTED,OWN,P1,Immutable manifest DAG,"VibeFlow is authoritative for Checkpoint DAG state/policy; external IDs are references, never the source of VibeFlow truth.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-005,"08 Repository, checkpoints, history and recovery",GIT,Branch/Review flow,REPLIT-DERIVED-REQUIREMENT,R2V-158,Branches/merge/conflicts,DOCUMENTED,BRIDGE,P1,Git,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Branch/Review flow.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-006,"08 Repository, checkpoints, history and recovery",GIT,CheckpointManifest.ai_context_ref,REPLIT-DERIVED-REQUIREMENT,R2V-159,Checkpoint stores AI conversation context,DOCUMENTED,OWN,P0,Manifest + provider snapshot reference,"VibeFlow is authoritative for CheckpointManifest.ai_context_ref state/policy; external IDs are references, never the source of VibeFlow truth.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-007,"08 Repository, checkpoints, history and recovery",GIT,CheckpointManifest.environment_ref,REPLIT-DERIVED-REQUIREMENT,R2V-160,Checkpoint stores development environment configuration,DOCUMENTED,OWN,P0,Manifest of provider snapshot/settings,"VibeFlow is authoritative for CheckpointManifest.environment_ref state/policy; external IDs are references, never the source of VibeFlow truth.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-008,"08 Repository, checkpoints, history and recovery",GIT,DatabaseSnapshotRef,REPLIT-DERIVED-REQUIREMENT,R2V-161,Database checkpoint/restore,DOCUMENTED,BRIDGE,P0,Provider PITR/snapshot,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DatabaseSnapshotRef.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-009,"08 Repository, checkpoints, history and recovery",GIT,FileHistory projection,REPLIT-DERIVED-REQUIREMENT,R2V-162,File history,DOCUMENTED,BRIDGE,P1,Git/provider history,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for FileHistory projection.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-010,"08 Repository, checkpoints, history and recovery",GIT,RepositoryBinding,REPLIT-DERIVED-REQUIREMENT,R2V-163,Git repository,DOCUMENTED,BRIDGE,P1,Git/GitHub/GitLab,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for RepositoryBinding.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-011,"08 Repository, checkpoints, history and recovery",GIT,CheckpointManifest.data_snapshot_ref,REPLIT-DERIVED-REQUIREMENT,R2V-164,Optional development database restore with checkpoint,DOCUMENTED,BRIDGE,P0,Database provider snapshot API,"VibeFlow is authoritative for CheckpointManifest.data_snapshot_ref state/policy; external IDs are references, never the source of VibeFlow truth.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-012,"08 Repository, checkpoints, history and recovery",GIT,Production Data Recovery,REPLIT-DERIVED-REQUIREMENT,R2V-165,Production database point-in-time recovery separate from checkpoint,DOCUMENTED,BRIDGE,P0,DB provider PITR,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Production Data Recovery.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-013,"08 Repository, checkpoints, history and recovery",GIT,RecoveryVerification,REPLIT-DERIVED-REQUIREMENT,R2V-166,Recovery verification,INFERRED/ARCHITECTURAL,OWN,P0,Verification pipeline,"VibeFlow is authoritative for RecoveryVerification state/policy; external IDs are references, never the source of VibeFlow truth.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-014,"08 Repository, checkpoints, history and recovery",GIT,RecoveryGraph,REPLIT-DERIVED-REQUIREMENT,R2V-167,Roll forward/alternate history,DOCUMENTED,OWN,P1,Manifest DAG,"VibeFlow is authoritative for RecoveryGraph state/policy; external IDs are references, never the source of VibeFlow truth.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-015,"08 Repository, checkpoints, history and recovery",GIT,RecoveryPlan + approval,REPLIT-DERIVED-REQUIREMENT,R2V-168,Rollback confirmation,DOCUMENTED,OWN,P1,Workflow engine,"VibeFlow is authoritative for RecoveryPlan + approval state/policy; external IDs are references, never the source of VibeFlow truth.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-016,"08 Repository, checkpoints, history and recovery",GIT,RepoCommand,REPLIT-DERIVED-REQUIREMENT,R2V-169,Stage/commit/push/pull,DOCUMENTED,BRIDGE,P1,Git provider adapters,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for RepoCommand.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-GIT-017,"08 Repository, checkpoints, history and recovery",GIT,WorkspaceSnapshotRef,REPLIT-DERIVED-REQUIREMENT,R2V-170,Workspace snapshot,UNKNOWN/PRIVATE,BRIDGE,P0,Provider snapshot API,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for WorkspaceSnapshotRef.",Immutable recovery evidence + rollback/forward/revision consistency tests,NOT_STARTED
VF-CON-001,"09 Connections, MCP, integrations and secrets",CON,SecretRef,REPLIT-DERIVED-REQUIREMENT,R2V-171,App/account secrets,DOCUMENTED,OWN,P0,KMS-backed secret store / OpenBao optional,"VibeFlow is authoritative for SecretRef state/policy; external IDs are references, never the source of VibeFlow truth.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-002,"09 Connections, MCP, integrations and secrets",CON,Service Connection Adapter,REPLIT-DERIVED-REQUIREMENT,R2V-172,Business SaaS connectors,DOCUMENTED,BRIDGE,P1,MCP/provider APIs,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Service Connection Adapter.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-003,"09 Connections, MCP, integrations and secrets",CON,Commerce Connection Adapter,REPLIT-DERIVED-REQUIREMENT,R2V-173,Commerce/fintech connectors,DOCUMENTED,BRIDGE,P1,MCP/provider APIs,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Commerce Connection Adapter.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-004,"09 Connections, MCP, integrations and secrets",CON,ApprovalPolicy,REPLIT-DERIVED-REQUIREMENT,R2V-174,Confirmation for sensitive tools,DOCUMENTED,OWN,P1,Risk engine + user approval,"VibeFlow is authoritative for ApprovalPolicy state/policy; external IDs are references, never the source of VibeFlow truth.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-005,"09 Connections, MCP, integrations and secrets",CON,ConnectionCatalog,REPLIT-DERIVED-REQUIREMENT,R2V-175,Connector catalog,DOCUMENTED,OWN,P1,MCP directory + provider manifests,"VibeFlow is authoritative for ConnectionCatalog state/policy; external IDs are references, never the source of VibeFlow truth.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-006,"09 Connections, MCP, integrations and secrets",CON,Provider Capability Catalog,REPLIT-DERIVED-REQUIREMENT,R2V-176,Curated hosted MCP directory,DOCUMENTED,OWN,P1,MCP catalog metadata,"VibeFlow is authoritative for Provider Capability Catalog state/policy; external IDs are references, never the source of VibeFlow truth.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-007,"09 Connections, MCP, integrations and secrets",CON,Custom MCP Connection,REPLIT-DERIVED-REQUIREMENT,R2V-177,Custom MCP HTTPS endpoint,DOCUMENTED,OWN,P1,MCP 2026-07-28,"VibeFlow is authoritative for Custom MCP Connection state/policy; external IDs are references, never the source of VibeFlow truth.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-008,"09 Connections, MCP, integrations and secrets",CON,MCPConnection,REPLIT-DERIVED-REQUIREMENT,R2V-178,Custom MCP server connection,DOCUMENTED,OWN,P1,MCP,"VibeFlow is authoritative for MCPConnection state/policy; external IDs are references, never the source of VibeFlow truth.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-009,"09 Connections, MCP, integrations and secrets",CON,Data Connection Adapter,REPLIT-DERIVED-REQUIREMENT,R2V-179,Enterprise warehouse connectors,DOCUMENTED,BRIDGE,P1,Vendor APIs/MCP,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Data Connection Adapter.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-010,"09 Connections, MCP, integrations and secrets",CON,ProviderCredentialRef,REPLIT-DERIVED-REQUIREMENT,R2V-180,External API keys,DOCUMENTED,OWN,P1,Secret broker,"VibeFlow is authoritative for ProviderCredentialRef state/policy; external IDs are references, never the source of VibeFlow truth.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-011,"09 Connections, MCP, integrations and secrets",CON,Design Tool Connection,REPLIT-DERIVED-REQUIREMENT,R2V-181,Figma MCP integration,DOCUMENTED,BRIDGE,P1,Figma MCP,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Design Tool Connection.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-012,"09 Connections, MCP, integrations and secrets",CON,RepositoryConnection,REPLIT-DERIVED-REQUIREMENT,R2V-182,GitHub connection,CORROBORATED,BRIDGE,P1,GitHub API/MCP where sufficient,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for RepositoryConnection.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-013,"09 Connections, MCP, integrations and secrets",CON,Connection CredentialRef,REPLIT-DERIVED-REQUIREMENT,R2V-183,MCP custom headers/API key auth,DOCUMENTED,OWN,P0,SecretRef + MCP adapter,"VibeFlow is authoritative for Connection CredentialRef state/policy; external IDs are references, never the source of VibeFlow truth.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-014,"09 Connections, MCP, integrations and secrets",CON,Provider Install Descriptor,REPLIT-DERIVED-REQUIREMENT,R2V-184,MCP install links/badges,DOCUMENTED,DEFER,P1,Signed capability manifest URL,Not a greenfield core authority; no foundational dependency on this capability.,Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-015,"09 Connections, MCP, integrations and secrets",CON,OAuth-backed Connection,REPLIT-DERIVED-REQUIREMENT,R2V-185,MCP OAuth sign-in,DOCUMENTED,OWN,P0,OAuth 2.1/PKCE + MCP auth,"VibeFlow is authoritative for OAuth-backed Connection state/policy; external IDs are references, never the source of VibeFlow truth.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-016,"09 Connections, MCP, integrations and secrets",CON,CapabilityDiscovery,REPLIT-DERIVED-REQUIREMENT,R2V-186,MCP tool discovery,DOCUMENTED,ADOPT,P1,MCP tools/list,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for CapabilityDiscovery.,Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-017,"09 Connections, MCP, integrations and secrets",CON,ConnectionGrant,REPLIT-DERIVED-REQUIREMENT,R2V-187,Per-project connection grants,UNKNOWN/PRIVATE,OWN,P0,OpenFGA + scoped grants,"VibeFlow is authoritative for ConnectionGrant state/policy; external IDs are references, never the source of VibeFlow truth.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-018,"09 Connections, MCP, integrations and secrets",CON,Connection,REPLIT-DERIVED-REQUIREMENT,R2V-188,Persistent OAuth connections,DOCUMENTED,OWN,P0,OAuth broker,"VibeFlow is authoritative for Connection state/policy; external IDs are references, never the source of VibeFlow truth.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-019,"09 Connections, MCP, integrations and secrets",CON,ConnectionGrant injection,REPLIT-DERIVED-REQUIREMENT,R2V-189,Replit Integrations token abstraction for user-built agents,DOCUMENTED,OWN,P1,Scoped token broker/provider proxy,"VibeFlow is authoritative for ConnectionGrant injection state/policy; external IDs are references, never the source of VibeFlow truth.",Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-CON-020,"09 Connections, MCP, integrations and secrets",CON,Adapters/MCP servers,REPLIT-DERIVED-REQUIREMENT,R2V-190,Service-specific connectors,DOCUMENTED,ADOPT,P1,MCP/provider APIs,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Adapters/MCP servers.,Connection scope/token isolation + MCP conformance + approval tests,NOT_STARTED
VF-DAT-001,"10 Data, databases and storage",DAT,"DatabaseGrant(dev, write)",REPLIT-DERIVED-REQUIREMENT,R2V-191,Agent dev DB mutation,DOCUMENTED,OWN,P1,Scoped DB capability,"VibeFlow is authoritative for DatabaseGrant(dev, write) state/policy; external IDs are references, never the source of VibeFlow truth.",Dev/prod authority separation + backup/restore + data access tests,NOT_STARTED
VF-DAT-002,"10 Data, databases and storage",DAT,"DiagnosticGrant(prod, read)",REPLIT-DERIVED-REQUIREMENT,R2V-192,Agent production DB read-only diagnostics,DOCUMENTED,OWN,P1,Time-bound DB proxy,"VibeFlow is authoritative for DiagnosticGrant(prod, read) state/policy; external IDs are references, never the source of VibeFlow truth.",Dev/prod authority separation + backup/restore + data access tests,NOT_STARTED
VF-DAT-003,"10 Data, databases and storage",DAT,ObjectStorageBinding,REPLIT-DERIVED-REQUIREMENT,R2V-193;R2V-194,App Storage backed by GCS; App Storage/object storage,DOCUMENTED,BRIDGE,P1,S3-compatible provider/SeaweedFS; S3/GCS/Azure Blob adapters,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for ObjectStorageBinding.",Dev/prod authority separation + backup/restore + data access tests,NOT_STARTED
VF-DAT-004,"10 Data, databases and storage",DAT,StorageGrant,REPLIT-DERIVED-REQUIREMENT,R2V-195,Bucket access policy,DOCUMENTED,OWN,P1,Provider policy + OpenFGA,"VibeFlow is authoritative for StorageGrant state/policy; external IDs are references, never the source of VibeFlow truth.",Dev/prod authority separation + backup/restore + data access tests,NOT_STARTED
VF-DAT-005,"10 Data, databases and storage",DAT,Database Capability Metadata,REPLIT-DERIVED-REQUIREMENT,R2V-196,Database idle suspension / activity-based compute,DOCUMENTED,BRIDGE,P1,Managed PostgreSQL provider,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Database Capability Metadata.",Dev/prod authority separation + backup/restore + data access tests,NOT_STARTED
VF-DAT-006,"10 Data, databases and storage",DAT,Data Explorer,REPLIT-DERIVED-REQUIREMENT,R2V-197,Database UI,DOCUMENTED,BRIDGE,P1,pgweb/custom query UI,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Data Explorer.",Dev/prod authority separation + backup/restore + data access tests,NOT_STARTED
VF-DAT-007,"10 Data, databases and storage",DAT,ApplicationDataBinding(dev),REPLIT-DERIVED-REQUIREMENT,R2V-198,Development SQL database,DOCUMENTED,BRIDGE,P1,External Postgres/provider,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for ApplicationDataBinding(dev).",Dev/prod authority separation + backup/restore + data access tests,NOT_STARTED
VF-DAT-008,"10 Data, databases and storage",DAT,Environment-scoped DataBinding,REPLIT-DERIVED-REQUIREMENT,R2V-199,Development/production database authority split,DOCUMENTED,BRIDGE,P1,Postgres provider adapters,"VibeFlow is authoritative for Environment-scoped DataBinding state/policy; external IDs are references, never the source of VibeFlow truth.",Dev/prod authority separation + backup/restore + data access tests,NOT_STARTED
VF-DAT-009,"10 Data, databases and storage",DAT,Provider UsageRecord,REPLIT-DERIVED-REQUIREMENT,R2V-200,Production database usage metering,DOCUMENTED,BRIDGE,P1,Provider meter ingestion,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Provider UsageRecord.",Dev/prod authority separation + backup/restore + data access tests,NOT_STARTED
VF-DAT-010,"10 Data, databases and storage",DAT,ProductionRecoveryPlan,REPLIT-DERIVED-REQUIREMENT,R2V-201,Production DB recovery,DOCUMENTED,BRIDGE,P1,PITR provider APIs,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for ProductionRecoveryPlan.",Dev/prod authority separation + backup/restore + data access tests,NOT_STARTED
VF-DAT-011,"10 Data, databases and storage",DAT,ApplicationDataBinding(prod),REPLIT-DERIVED-REQUIREMENT,R2V-202,Production SQL database,DOCUMENTED,BRIDGE,P1,External Postgres/provider,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for ApplicationDataBinding(prod).",Dev/prod authority separation + backup/restore + data access tests,NOT_STARTED
VF-DAT-012,"10 Data, databases and storage",DAT,EphemeralRuntimeFS,REPLIT-DERIVED-REQUIREMENT,R2V-203,Published filesystem non-persistence,DOCUMENTED,OWN/DECIDE,P1,Provider deployment contract,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,Dev/prod authority separation + backup/restore + data access tests,NOT_STARTED
VF-DAT-013,"10 Data, databases and storage",DAT,Scoped StorageGrant,REPLIT-DERIVED-REQUIREMENT,R2V-204,Shared App Storage across dev/prod/apps,DOCUMENTED,BRIDGE,P1,Object-store policy adapter,"VibeFlow is authoritative for Scoped StorageGrant state/policy; external IDs are references, never the source of VibeFlow truth.",Dev/prod authority separation + backup/restore + data access tests,NOT_STARTED
VF-DAT-014,"10 Data, databases and storage",DAT,ControlPlaneDB,REPLIT-DERIVED-REQUIREMENT,R2V-205,VibeFlow control-plane database,INFERRED/ARCHITECTURAL,OWN,P1,PostgreSQL,"VibeFlow is authoritative for ControlPlaneDB state/policy; external IDs are references, never the source of VibeFlow truth.",Dev/prod authority separation + backup/restore + data access tests,NOT_STARTED
VF-DEP-001,"11 Publishing, deployments and production runtime",DEP,DeploymentProvider autoscale,REPLIT-DERIVED-REQUIREMENT,R2V-206,Autoscale deployment,DOCUMENTED,BRIDGE,P1,Cloudflare/Vercel/Knative/etc.,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DeploymentProvider autoscale.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-002,"11 Publishing, deployments and production runtime",DEP,BuildExecution,REPLIT-DERIVED-REQUIREMENT,R2V-207,Build pipeline,DOCUMENTED,BRIDGE,P1,Build provider/GitHub Actions/BuildKit,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for BuildExecution.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-003,"11 Publishing, deployments and production runtime",DEP,DomainBinding,REPLIT-DERIVED-REQUIREMENT,R2V-208,Custom domains/TLS,DOCUMENTED,BRIDGE,P1,DNS provider + ACME,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DomainBinding.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-004,"11 Publishing, deployments and production runtime",DEP,DeploymentRegion Policy,REPLIT-DERIVED-REQUIREMENT,R2V-209,Deployment geography/region selection,DOCUMENTED,BRIDGE,P1,Provider region capabilities,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DeploymentRegion Policy.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-005,"11 Publishing, deployments and production runtime",DEP,DeploymentStatus,REPLIT-DERIVED-REQUIREMENT,R2V-210,Deployment health/status,DOCUMENTED,BRIDGE,P1,Provider API + OTel,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DeploymentStatus.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-006,"11 Publishing, deployments and production runtime",DEP,DeploymentProfile,REPLIT-DERIVED-REQUIREMENT,R2V-211,Deployment machine sizing/configuration,DOCUMENTED,BRIDGE,P1,Provider SKU/capability mapping,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DeploymentProfile.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-007,"11 Publishing, deployments and production runtime",DEP,DeploymentBinding,REPLIT-DERIVED-REQUIREMENT,R2V-212,Deployment provider abstraction,INFERRED/ARCHITECTURAL,OWN,P1,Vercel/Cloudflare/Fly/Render/Railway/K8s adapters,"VibeFlow is authoritative for DeploymentBinding state/policy; external IDs are references, never the source of VibeFlow truth.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-008,"11 Publishing, deployments and production runtime",DEP,Release -> DeploymentBinding,REPLIT-DERIVED-REQUIREMENT,R2V-213,Development and production are separate runtime instances,DOCUMENTED,BRIDGE,P1,Build artifact + deployment provider,"VibeFlow is authoritative for Release -> DeploymentBinding state/policy; external IDs are references, never the source of VibeFlow truth.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-009,"11 Publishing, deployments and production runtime",DEP,User Feedback Ingest,REPLIT-DERIVED-REQUIREMENT,R2V-214,Feedback widget on published app,DOCUMENTED,DEFER,P1,OpenFeedback/custom widget,Not a greenfield core authority; no foundational dependency on this capability.,Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-010,"11 Publishing, deployments and production runtime",DEP,DeploymentAccessPolicy,REPLIT-DERIVED-REQUIREMENT,R2V-215,Private deployment/access tokens,DOCUMENTED,OWN,P1,Auth proxy + OpenFGA,"VibeFlow is authoritative for DeploymentAccessPolicy state/policy; external IDs are references, never the source of VibeFlow truth.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-011,"11 Publishing, deployments and production runtime",DEP,Runtime Persistence Capability,REPLIT-DERIVED-REQUIREMENT,R2V-216,Production filesystem is ephemeral,DOCUMENTED,BRIDGE,P1,Deployment descriptor,"VibeFlow is authoritative for Runtime Persistence Capability state/policy; external IDs are references, never the source of VibeFlow truth.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-012,"11 Publishing, deployments and production runtime",DEP,DeploymentRequest,REPLIT-DERIVED-REQUIREMENT,R2V-217,Publish action,DOCUMENTED,OWN,P1,Provider adapter,"VibeFlow is authoritative for DeploymentRequest state/policy; external IDs are references, never the source of VibeFlow truth.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-013,"11 Publishing, deployments and production runtime",DEP,Deployment Capability Validation,REPLIT-DERIVED-REQUIREMENT,R2V-218,Publish size/type constraints,DOCUMENTED,BRIDGE,P1,Provider capability manifest,"VibeFlow is authoritative for Deployment Capability Validation state/policy; external IDs are references, never the source of VibeFlow truth.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-014,"11 Publishing, deployments and production runtime",DEP,Promotion,REPLIT-DERIVED-REQUIREMENT,R2V-219,Republish to update,DOCUMENTED,OWN,P1,Immutable release model,"VibeFlow is authoritative for Promotion state/policy; external IDs are references, never the source of VibeFlow truth.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-015,"11 Publishing, deployments and production runtime",DEP,DeploymentProvider VM,REPLIT-DERIVED-REQUIREMENT,R2V-220,Reserved VM deployment,DOCUMENTED,BRIDGE,P1,Fly/Render/Railway/K8s,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DeploymentProvider VM.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-016,"11 Publishing, deployments and production runtime",DEP,ScheduledDeployment,REPLIT-DERIVED-REQUIREMENT,R2V-221,Scheduled deployment,DOCUMENTED,BRIDGE,P1,Temporal/provider jobs,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for ScheduledDeployment.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-017,"11 Publishing, deployments and production runtime",DEP,PolicyGate,REPLIT-DERIVED-REQUIREMENT,R2V-222,Security check before publish,DOCUMENTED,OWN,P1,Scanner adapters,"VibeFlow is authoritative for PolicyGate state/policy; external IDs are references, never the source of VibeFlow truth.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-018,"11 Publishing, deployments and production runtime",DEP,ArtifactVersion/BuildInput,REPLIT-DERIVED-REQUIREMENT,R2V-223,Snapshot files/dependencies,DOCUMENTED,OWN,P1,Content hashes + provider build,"VibeFlow is authoritative for ArtifactVersion/BuildInput state/policy; external IDs are references, never the source of VibeFlow truth.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-019,"11 Publishing, deployments and production runtime",DEP,DeploymentProvider static,REPLIT-DERIVED-REQUIREMENT,R2V-224,Static deployment,DOCUMENTED,BRIDGE,P1,Cloudflare Pages/Vercel/S3+CDN,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DeploymentProvider static.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-DEP-020,"11 Publishing, deployments and production runtime",DEP,Static Hosting Config,REPLIT-DERIVED-REQUIREMENT,R2V-225,Static headers/routes/rewrites,DOCUMENTED,BRIDGE,P1,Provider-neutral routes/headers schema,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Static Hosting Config.",Build artifact provenance + deployment health/rollback + environment isolation,NOT_STARTED
VF-VER-001,"12 Security, verification and evidence",VER,Finding -> Task lineage,REPLIT-DERIVED-REQUIREMENT,R2V-226,Agent remediation from vulnerability finding,DOCUMENTED,OWN,P1,Task/evidence graph,"VibeFlow is authoritative for Finding -> Task lineage state/policy; external IDs are references, never the source of VibeFlow truth.",Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-002,"12 Security, verification and evidence",VER,Approval,REPLIT-DERIVED-REQUIREMENT,R2V-227,Approval gates,UNKNOWN/PRIVATE,OWN,P1,Risk/policy engine,"VibeFlow is authoritative for Approval state/policy; external IDs are references, never the source of VibeFlow truth.",Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
VF-VER-003,"12 Security, verification and evidence",VER,VerificationRun,REPLIT-DERIVED-REQUIREMENT,R2V-228,Build/test verification,INFERRED/ARCHITECTURAL,OWN,P0,Playwright + unit/build/typecheck,"VibeFlow is authoritative for VerificationRun state/policy; external IDs are references, never the source of VibeFlow truth.",Independent scanner/test evidence + policy gate + tamper-resistant provenance,NOT_STARTED
