id,domain,capability,replit_role,evidence_class,evidence,evidence_refs,replit_authority,vibeflow_equivalent,vibeflow_authority_rule,canonical_decision,decision,candidate,license_commercial_posture,priority,verification_gate,rationale
R2V-195,"10 Data, databases and storage",Bucket access policy,Apps can be granted/revoked access to buckets.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Storage policy,StorageGrant,"VibeFlow is authoritative for StorageGrant state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN NORMALIZATION,Provider policy + OpenFGA,Apache-2.0,P1,Dev/prod authority separation + backup/restore + data access tests,Explicit project/artifact bindings.
R2V-196,"10 Data, databases and storage",Database idle suspension / activity-based compute,Managed DB compute can suspend when idle and meter active time.,DOCUMENTED,D,Replit Docs: usage-based billing,Database runtime,Database Capability Metadata,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Database Capability Metadata.",BRIDGE,BRIDGE,Managed PostgreSQL provider,PostgreSQL License,P1,Dev/prod authority separation + backup/restore + data access tests,"Provider-specific economics, not core semantics."
R2V-197,"10 Data, databases and storage",Database UI,Inspect/edit/query database in Project Editor.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Database tool,Data Explorer,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Data Explorer.",BRIDGE,BRIDGE,pgweb/custom query UI,VERIFY PER DEPENDENCY,P1,Dev/prod authority separation + backup/restore + data access tests,Provider-neutral and permission-aware.
R2V-198,"10 Data, databases and storage",Development SQL database,Current Replit database infrastructure is development-oriented Postgres; migration/current naming has changed over time.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Replit database,ApplicationDataBinding(dev),"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for ApplicationDataBinding(dev).",BRIDGE,BRIDGE,External Postgres/provider,PostgreSQL License,P1,Dev/prod authority separation + backup/restore + data access tests,App data should remain provider-owned.
R2V-199,"10 Data, databases and storage",Development/production database authority split,Development DB may be mutated during build while production recovery/operations are separate.,DOCUMENTED,D,Replit Docs: Version Control; billing DB docs,Database services,Environment-scoped DataBinding,"VibeFlow is authoritative for Environment-scoped DataBinding state/policy; external IDs are references, never the source of VibeFlow truth.",BRIDGE,OWN METADATA+BRIDGE,Postgres provider adapters,PostgreSQL License,P1,Dev/prod authority separation + backup/restore + data access tests,Core safety boundary for agentic development.
R2V-200,"10 Data, databases and storage",Production database usage metering,Production DB compute/storage contributes to usage billing.,DOCUMENTED,D,Replit Docs: usage-based billing,Database billing service,Provider UsageRecord,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Provider UsageRecord.",BRIDGE,BRIDGE,Provider meter ingestion,VERIFY PER DEPENDENCY,P1,Dev/prod authority separation + backup/restore + data access tests,Keep provider usage separate from VibeFlow subscription ledger.
R2V-201,"10 Data, databases and storage",Production DB recovery,Production DB recovery is distinct from Agent rollback.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Database provider,ProductionRecoveryPlan,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for ProductionRecoveryPlan.",BRIDGE,BRIDGE+APPROVAL,PITR provider APIs,VERIFY PER DEPENDENCY,P1,Dev/prod authority separation + backup/restore + data access tests,Never hide destructive production recovery behind generic checkpoint.
R2V-202,"10 Data, databases and storage",Production SQL database,Published app uses separate production database.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Production data,ApplicationDataBinding(prod),"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for ApplicationDataBinding(prod).",BRIDGE,BRIDGE,External Postgres/provider,PostgreSQL License,P1,Dev/prod authority separation + backup/restore + data access tests,Strong authority separation.
R2V-203,"10 Data, databases and storage",Published filesystem non-persistence,Published app FS is not durable data store.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Deployment runtime,EphemeralRuntimeFS,Authority assigned explicitly at implementation time; provider state is never silently promoted to VibeFlow truth.,OWN/DECIDE,MODEL EXPLICITLY,Provider deployment contract,VERIFY PER DEPENDENCY,P1,Dev/prod authority separation + backup/restore + data access tests,"Avoid user confusion between workspace files, artifact and persistent data."
R2V-204,"10 Data, databases and storage",Shared App Storage across dev/prod/apps,Buckets can be made available across environments/apps under access policy.,DOCUMENTED,D,Replit Docs: App Storage,Object storage service,Scoped StorageGrant,"VibeFlow is authoritative for Scoped StorageGrant state/policy; external IDs are references, never the source of VibeFlow truth.",BRIDGE,OWN POLICY+BRIDGE,Object-store policy adapter,CUSTOM/OWNED,P1,Dev/prod authority separation + backup/restore + data access tests,Cross-project sharing must be explicit and scoped.
R2V-205,"10 Data, databases and storage",VibeFlow control-plane database,Not a Replit feature mapping; required greenfield system of record.,INFERRED/ARCHITECTURAL,N/A,Prior XAPK/docs evidence register; see Final Source Register,VibeFlow,ControlPlaneDB,"VibeFlow is authoritative for ControlPlaneDB state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,PostgreSQL,PostgreSQL License,P1,Dev/prod authority separation + backup/restore + data access tests,"Stores VibeFlow metadata, never claims external workspace/app state as local truth."
R2V-206,"11 Publishing, deployments and production runtime",Autoscale deployment,Traffic-based managed runtime.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Replit cloud,DeploymentProvider autoscale,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DeploymentProvider autoscale.",BRIDGE,BRIDGE,Cloudflare/Vercel/Knative/etc.,VERIFY PER DEPENDENCY,P1,Build artifact provenance + deployment health/rollback + environment isolation,Capability adapter rather than self-hosting initially.
R2V-207,"11 Publishing, deployments and production runtime",Build pipeline,Build/bundle before promotion.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Build system,BuildExecution,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for BuildExecution.",BRIDGE,BRIDGE,Build provider/GitHub Actions/BuildKit,VERIFY PER DEPENDENCY,P1,Build artifact provenance + deployment health/rollback + environment isolation,"Capture commands, logs, hashes and outputs."
R2V-208,"11 Publishing, deployments and production runtime",Custom domains/TLS,Bind domain/certificate to deployment.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Publishing,DomainBinding,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DomainBinding.",BRIDGE,BRIDGE,DNS provider + ACME,VERIFY PER DEPENDENCY,P1,Build artifact provenance + deployment health/rollback + environment isolation,External authority with proof/status.
R2V-209,"11 Publishing, deployments and production runtime",Deployment geography/region selection,Publishing can place apps in selected geographic regions.,DOCUMENTED,D,Replit Docs index: geography,Deployment runtime,DeploymentRegion Policy,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DeploymentRegion Policy.",BRIDGE,BRIDGE,Provider region capabilities,VERIFY PER DEPENDENCY,P1,Build artifact provenance + deployment health/rollback + environment isolation,Record residency/compliance implications.
R2V-210,"11 Publishing, deployments and production runtime",Deployment health/status,Production runtime status and logs.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Operations,DeploymentStatus,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DeploymentStatus.",BRIDGE,BRIDGE,Provider API + OTel,Apache-2.0,P1,Build artifact provenance + deployment health/rollback + environment isolation,Feed verification/incident loop.
R2V-211,"11 Publishing, deployments and production runtime",Deployment machine sizing/configuration,Publishing exposes resource/machine configuration choices.,DOCUMENTED,D,Replit Docs index: machine config,Deployment runtime,DeploymentProfile,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DeploymentProfile.",BRIDGE,BRIDGE,Provider SKU/capability mapping,VERIFY PER DEPENDENCY,P1,Build artifact provenance + deployment health/rollback + environment isolation,Normalize CPU/memory class without pretending all providers match.
R2V-212,"11 Publishing, deployments and production runtime",Deployment provider abstraction,Replit vertically owns cloud; VibeFlow should not.,INFERRED/ARCHITECTURAL,Inference,Prior XAPK/docs evidence register; see Final Source Register,Replit cloud,DeploymentBinding,"VibeFlow is authoritative for DeploymentBinding state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN CONTRACT,Vercel/Cloudflare/Fly/Render/Railway/K8s adapters,CUSTOM/OWNED,P1,Build artifact provenance + deployment health/rollback + environment isolation,Key greenfield difference.
R2V-213,"11 Publishing, deployments and production runtime",Development and production are separate runtime instances,Publishing creates a snapshot and runs it as a distinct production instance.,DOCUMENTED,D,Replit Docs: Deployments,Publishing plane,Release -> DeploymentBinding,"VibeFlow is authoritative for Release -> DeploymentBinding state/policy; external IDs are references, never the source of VibeFlow truth.",BRIDGE,OWN METADATA+BRIDGE,Build artifact + deployment provider,CUSTOM/OWNED,P1,Build artifact provenance + deployment health/rollback + environment isolation,Never treat live dev workspace as production runtime.
R2V-214,"11 Publishing, deployments and production runtime",Feedback widget on published app,Published app can collect visitor feedback for Agent Inbox.,DOCUMENTED,D,Replit Feb 6 2026 changelog,Production feedback service,User Feedback Ingest,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,OpenFeedback/custom widget,CUSTOM/OWNED,P1,Build artifact provenance + deployment health/rollback + environment isolation,Potential Build→Observe→Task loop.
R2V-215,"11 Publishing, deployments and production runtime",Private deployment/access tokens,Published app access policy.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Publishing/auth,DeploymentAccessPolicy,"VibeFlow is authoritative for DeploymentAccessPolicy state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN NORMALIZATION,Auth proxy + OpenFGA,Apache-2.0,P1,Build artifact provenance + deployment health/rollback + environment isolation,Model separately from project visibility.
R2V-216,"11 Publishing, deployments and production runtime",Production filesystem is ephemeral,Published app filesystem should not be used as persistent application data.,DOCUMENTED,D,Replit Docs: Deployments; Troubleshooting,Production runtime,Runtime Persistence Capability,"VibeFlow is authoritative for Runtime Persistence Capability state/policy; external IDs are references, never the source of VibeFlow truth.",BRIDGE,OWN POLICY+BRIDGE,Deployment descriptor,CUSTOM/OWNED,P1,Build artifact provenance + deployment health/rollback + environment isolation,Surface storage guarantees explicitly.
R2V-217,"11 Publishing, deployments and production runtime",Publish action,Creates deployable production instance from project.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Publishing control plane,DeploymentRequest,"VibeFlow is authoritative for DeploymentRequest state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN ORCHESTRATION,Provider adapter,CUSTOM/OWNED,P1,Build artifact provenance + deployment health/rollback + environment isolation,"VibeFlow coordinates, may not host runtime."
R2V-218,"11 Publishing, deployments and production runtime",Publish size/type constraints,Deployment modes have different supported limits and characteristics.,DOCUMENTED,D,Replit Docs: Troubleshooting,Publishing runtime,Deployment Capability Validation,"VibeFlow is authoritative for Deployment Capability Validation state/policy; external IDs are references, never the source of VibeFlow truth.",BRIDGE,OWN POLICY+BRIDGE,Provider capability manifest,CUSTOM/OWNED,P1,Build artifact provenance + deployment health/rollback + environment isolation,"Validate before release, not after provider error."
R2V-219,"11 Publishing, deployments and production runtime",Republish to update,Published instance does not automatically mirror development changes.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Deployment,Promotion,"VibeFlow is authoritative for Promotion state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Immutable release model,CUSTOM/OWNED,P1,Build artifact provenance + deployment health/rollback + environment isolation,Good safety model to preserve.
R2V-220,"11 Publishing, deployments and production runtime",Reserved VM deployment,Continuous predictable compute.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Replit cloud,DeploymentProvider VM,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DeploymentProvider VM.",BRIDGE,BRIDGE,Fly/Render/Railway/K8s,VERIFY PER DEPENDENCY,P1,Build artifact provenance + deployment health/rollback + environment isolation,Provider-specific capabilities.
R2V-221,"11 Publishing, deployments and production runtime",Scheduled deployment,Scheduled background workload.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Replit cloud,ScheduledDeployment,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for ScheduledDeployment.",BRIDGE,BRIDGE,Temporal/provider jobs,MIT,P1,Build artifact provenance + deployment health/rollback + environment isolation,Distinguish app automation from VibeFlow internal task scheduler.
R2V-222,"11 Publishing, deployments and production runtime",Security check before publish,Security pane/gating can block critical vulnerabilities.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Security/publishing,PolicyGate,"VibeFlow is authoritative for PolicyGate state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Scanner adapters,CUSTOM/OWNED,P1,Build artifact provenance + deployment health/rollback + environment isolation,Verification policy controls promotion.
R2V-223,"11 Publishing, deployments and production runtime",Snapshot files/dependencies,Publishing creates a snapshot separate from development workspace.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Build/publish,ArtifactVersion/BuildInput,"VibeFlow is authoritative for ArtifactVersion/BuildInput state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN EVIDENCE,Content hashes + provider build,CUSTOM/OWNED,P1,Build artifact provenance + deployment health/rollback + environment isolation,Immutable identity required for verified deployment.
R2V-224,"11 Publishing, deployments and production runtime",Static deployment,Static web hosting.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Replit cloud,DeploymentProvider static,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for DeploymentProvider static.",BRIDGE,BRIDGE,Cloudflare Pages/Vercel/S3+CDN,VERIFY PER DEPENDENCY,P1,Build artifact provenance + deployment health/rollback + environment isolation,Easy provider adapter.
R2V-225,"11 Publishing, deployments and production runtime",Static headers/routes/rewrites,Static deployments support routing/header configuration.,DOCUMENTED,D,Replit Docs index: static routes/headers,Publishing configuration,Static Hosting Config,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Static Hosting Config.",BRIDGE,BRIDGE,Provider-neutral routes/headers schema,VERIFY PER DEPENDENCY,P1,Build artifact provenance + deployment health/rollback + environment isolation,Portable subset with provider extensions.
R2V-226,"12 Security, verification and evidence",Agent remediation from vulnerability finding,Security findings can launch an Agent task and return for review/republish.,DOCUMENTED,D,Replit Workspace Security Center 2.0,Security + task services,Finding -> Task lineage,"VibeFlow is authoritative for Finding -> Task lineage state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Task/evidence graph,CUSTOM/OWNED,P1,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Important closed-loop pattern.
R2V-227,"12 Security, verification and evidence",Approval gates,Replit asks confirmation in plans/tools/publishing; exact universal policy system private.,UNKNOWN/PRIVATE,D+U,Prior XAPK/docs evidence register; see Final Source Register,Multiple planes,Approval,"VibeFlow is authoritative for Approval state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,Risk/policy engine,CUSTOM/OWNED,P1,Independent scanner/test evidence + policy gate + tamper-resistant provenance,One normalized approval model across agent/tool/deploy/data actions.
R2V-228,"12 Security, verification and evidence",Build/test verification,Agent tests work; VibeFlow should make result authoritative through policy.,INFERRED/ARCHITECTURAL,D+Design,Prior XAPK/docs evidence register; see Final Source Register,Agent/workspace,VerificationRun,"VibeFlow is authoritative for VerificationRun state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN STRONGER,Playwright + unit/build/typecheck,Apache-2.0,P0,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Verified completion is VibeFlow differentiator.
R2V-229,"12 Security, verification and evidence",Client telemetry query-string scrubbing,Compiled client contains URL query scrubbing before telemetry.,PACKAGE-PROVEN,P-HBC,Hermes: security cluster,Mobile telemetry security,Telemetry Redaction Policy,"VibeFlow is authoritative for Telemetry Redaction Policy state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,OTel processors/redaction rules,Apache-2.0,P1,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Never leak OAuth codes/keys via traces.
R2V-230,"12 Security, verification and evidence",CVE auto-protect,"Detect critical CVE, prepare background Agent patch, test and notify; publish requires approval.",DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Security+Agent,VulnerabilityRemediationWorkflow,"VibeFlow is authoritative for VulnerabilityRemediationWorkflow state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN ORCHESTRATION,OSV + Agent + verification,CUSTOM/OWNED,P1,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Excellent closed-loop pattern.
R2V-231,"12 Security, verification and evidence",CVE Auto-Protect background patch preparation,Critical CVEs can trigger background Agent patch preparation/testing without auto-publish.,DOCUMENTED,D,Replit Apr 24 2026 changelog,Security automation,Security-triggered Recovery Task,"VibeFlow is authoritative for Security-triggered Recovery Task state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN POLICY,Vuln feed + task scheduler + verification,CUSTOM/OWNED,P1,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Keep approval before production mutation.
R2V-232,"12 Security, verification and evidence",Dependency CVE inventory by workspace,Workspace Security Center aggregates vulnerabilities across projects.,DOCUMENTED,D,Replit Workspace Security Center 2.0,Security platform,Org Vulnerability Inventory,"VibeFlow is authoritative for Org Vulnerability Inventory state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN+ADOPT,OSV/Trivy + control-plane index,Apache-2.0,P0,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Useful cross-project risk authority.
R2V-233,"12 Security, verification and evidence",Evidence chain,Replit has findings/checkpoints/logs but no public claim equivalent to VibeFlow proof-of-completion model.,INFERRED/ARCHITECTURAL,I,Prior XAPK/docs evidence register; see Final Source Register,Distributed,Evidence,"VibeFlow is authoritative for Evidence state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN DIFFERENTIATOR,Content-addressed evidence graph,CUSTOM/OWNED,P1,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Agent says done -> VibeFlow proves policy satisfied.
R2V-234,"12 Security, verification and evidence",HoundDog privacy scan,Documented sensitive-data exposure scanner.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Security,PrivacyFinding,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for PrivacyFinding.,BRIDGE,ADOPT/OUTSOURCE,HoundDog or alternate scanner,VERIFY PER DEPENDENCY,P1,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Optional external tool.
R2V-235,"12 Security, verification and evidence",Package Firewall,Replit documents a package firewall/security control for dependency access.,DOCUMENTED,D,Replit Docs index: Package Firewall,Security platform,Package Provenance Gate,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for Package Provenance Gate.",BRIDGE,ADOPT/BRIDGE,Registry proxy + OSV/allowlists,VERIFY PER DEPENDENCY,P1,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Supply-chain policy should be independently enforceable.
R2V-236,"12 Security, verification and evidence",Project Security Center,Per-project vulnerability findings/remediation.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Security service,SecurityFindings,"VibeFlow is authoritative for SecurityFindings state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN NORMALIZATION,Trivy/OSV/Semgrep/Gitleaks/etc.,Apache-2.0; MIT,P0,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Store normalized findings and evidence.
R2V-237,"12 Security, verification and evidence",Rooted-device risk signal is non-authoritative,Client contains rooted-device checks as telemetry/risk signal.,PACKAGE-PROVEN,P-HBC,Hermes: security cluster,Mobile security,DeviceRiskEvidence,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Platform integrity APIs,CUSTOM/OWNED,P0,Independent scanner/test evidence + policy gate + tamper-resistant provenance,"Risk signal may influence approval, never replace server authorization."
R2V-238,"12 Security, verification and evidence",SBOM export,Workspace Security Center supports SBOM download.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Security/compliance,SBOMEvidence,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for SBOMEvidence.,ADOPT,ADOPT,Syft/CycloneDX,VERIFY PER DEPENDENCY,P1,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Attach to releases.
R2V-239,"12 Security, verification and evidence",Secret-scan / sensitive data prevention,Client and platform security surfaces imply prevention/detection of exposed credentials.,CORROBORATED,P+D,APK telemetry/security strings; Replit security docs,Security platform,Secret Verification Check,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Secret Verification Check.,ADOPT,ADOPT,Gitleaks/TruffleHog-compatible adapter,MIT,P0,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Treat secret detection as independent evidence.
R2V-240,"12 Security, verification and evidence",Security Agent,"Threat model, routes/data flows, static analysis, exploitability triage, parallel fixes.",DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Security Agent,SecurityReviewTask,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for SecurityReviewTask.",BRIDGE,BRIDGE+VERIFY,Agent + scanners,VERIFY PER DEPENDENCY,P1,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Agent interpretation should not replace deterministic scanner evidence.
R2V-241,"12 Security, verification and evidence",Semgrep static analysis,Documented scanner used by Security Agent.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Security,SAST evidence,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for SAST evidence.,ADOPT,ADOPT,Semgrep Community rules/licensing review,VERIFY PER DEPENDENCY,P1,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Scanner adapter; verify current licensing for desired rule sets.
R2V-242,"12 Security, verification and evidence",Unpublish high-exposure vulnerable application,Workspace security admins can remove exposure as a response action.,DOCUMENTED,D,Replit Workspace Security Center 2.0,Security/publishing policy,Emergency Deployment Quarantine,"VibeFlow is authoritative for Emergency Deployment Quarantine state/policy; external IDs are references, never the source of VibeFlow truth.",BRIDGE,OWN POLICY+BRIDGE,Deployment adapter revoke/unpublish,CUSTOM/OWNED,P1,Independent scanner/test evidence + policy gate + tamper-resistant provenance,High-impact action requires auditable authorization.
R2V-243,"12 Security, verification and evidence",Visual verification/screenshots,Screenshots/visual context are present in client and useful for app testing.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Agent/workspace,VisualEvidence,"VibeFlow is authoritative for VisualEvidence state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN NORMALIZATION,Playwright/device screenshot,Apache-2.0,P3,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Evidence artifact with timestamp/revision.
R2V-244,"12 Security, verification and evidence",Workspace Security Center,Aggregate/project-wide risk and remediation.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Org security,SecurityPortfolio,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,Findings DB + UI,CUSTOM/OWNED,P0,Independent scanner/test evidence + policy gate + tamper-resistant provenance,Enterprise/admin layer after project assurance works.
R2V-245,"13 Observability, analytics and incident response",Analytics/experiments,Statsig/product analytics signals in bundle.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Growth/product analytics,ProductEvent/FeatureFlag,Not a greenfield core authority; no foundational dependency on this capability.,DEFER,DEFER,GrowthBook/basic first-party analytics,CUSTOM/OWNED,P1,OTel correlation/redaction + alert-to-task lineage tests,Avoid telemetry clutter before product foundation.
R2V-246,"13 Observability, analytics and incident response",Application analytics,Requests/top URLs/status/duration reporting.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Operations analytics,ServiceMetrics,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for ServiceMetrics.",BRIDGE,BRIDGE,OTel metrics/traces,Apache-2.0,P1,OTel correlation/redaction + alert-to-task lineage tests,"Normalize operational metrics, not provider dashboard clones."
R2V-247,"13 Observability, analytics and incident response",Application monitoring,Published app uptime monitoring and alerts.,DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Operations,HealthCheck,"External/provider implementation remains authoritative; VibeFlow owns binding, grants, policy, normalized state and evidence for HealthCheck.",BRIDGE,BRIDGE,Provider health + OTel,Apache-2.0,P1,OTel correlation/redaction + alert-to-task lineage tests,Deployment adapter supplies normalized health.
R2V-248,"13 Observability, analytics and incident response",AppsFlyer attribution/purchase tracking,Compiled client/app config integrates AppsFlyer including purchase tracking.,PACKAGE-PROVEN,P-HBC+CONFIG,APK config; Hermes billing cluster,Growth telemetry,Attribution Adapter,Not a greenfield core authority; no foundational dependency on this capability.,REJECT/OMIT,OMIT EARLY,Optional attribution provider,CUSTOM/OWNED,P1,OTel correlation/redaction + alert-to-task lineage tests,Commercial-growth telemetry only.
R2V-249,"13 Observability, analytics and incident response",Bridge/WebView error capture,Dedicated WebView error handling/perf paths.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Client reliability,Bridge/WebView telemetry,"VibeFlow is authoritative for Bridge/WebView telemetry state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN TAGS,OpenTelemetry spans/events,Apache-2.0,P1,OTel correlation/redaction + alert-to-task lineage tests,Critical for hybrid architecture.
R2V-250,"13 Observability, analytics and incident response",Cross-resource correlation,Replit implementation details private.,UNKNOWN/PRIVATE,U,Prior XAPK/docs evidence register; see Final Source Register,Private,TraceCorrelation,"VibeFlow is authoritative for TraceCorrelation state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN,OpenTelemetry attributes,Apache-2.0,P1,OTel correlation/redaction + alert-to-task lineage tests,project_id/task_id/execution_id/workspace_id/deployment_id/evidence_id.
R2V-251,"13 Observability, analytics and incident response",Datadog mobile RUM integration,Compiled client contains Datadog mobile RUM/performance hooks.,PACKAGE-PROVEN,P-HBC,Hermes: telemetry cluster,Mobile telemetry,Client OTel/RUM Exporter,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for Client OTel/RUM Exporter.,ADOPT,ADOPT,OpenTelemetry + optional Datadog exporter,MIT; Apache-2.0,P1,OTel correlation/redaction + alert-to-task lineage tests,Own semantic correlation; exporter is replaceable.
R2V-252,"13 Observability, analytics and incident response",Investigate downtime with Agent,"Background task pulls affected windows, logs/code and proposes fix.",DOCUMENTED,D,Prior XAPK/docs evidence register; see Final Source Register,Agent+operations,IncidentTask,"VibeFlow is authoritative for IncidentTask state/policy; external IDs are references, never the source of VibeFlow truth.",OWN,OWN ORCHESTRATION,Agent + log/trace adapters,CUSTOM/OWNED,P1,OTel correlation/redaction + alert-to-task lineage tests,Strong VibeFlow Observe -> Diagnose -> Patch -> Verify -> Redeploy loop.
R2V-253,"13 Observability, analytics and incident response",Mobile crash/error telemetry,Sentry client stack in APK.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Mobile telemetry,ClientErrorEvent,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for ClientErrorEvent.,ADOPT,ADOPT,OpenTelemetry + optional Sentry,Apache-2.0,P1,OTel correlation/redaction + alert-to-task lineage tests,Portable OTel baseline.
R2V-254,"13 Observability, analytics and incident response",Mobile RUM/performance,Datadog RUM stack appears in package.,PACKAGE-PROVEN,P,Prior XAPK/docs evidence register; see Final Source Register,Mobile telemetry,ClientPerformanceEvent,Adopt commodity/open mechanism; VibeFlow stores only product-level metadata/policy for ClientPerformanceEvent.,ADOPT,ADOPT,OTel mobile + optional vendor,Apache-2.0,P1,OTel correlation/redaction + alert-to-task lineage tests,Keep vendor optional.
